IntegralRankCurrencyName_1300001|元宝榜
FumoCmd_OpenPosTip|是否消耗1个%s开启当前槽位\n%s(%s拥有:%s)#end
FumoCmd_CondTrans|装备未达到%s转
FumoCmd_CondStarLv|装备未达到%s星
FumoRange|范围
NotFumo|未附魔
EquipNoFumoBlTip|该装备无附魔，不需剥离
QilingBlTipHigh|"启灵"剥离后自动继承至新装备
QilingBlTip|需要剥离启灵效果，启灵道具全部返还!
ShenhuaBlTipHigh|"神化"剥离后自动继承至新装备
ShenhuaBlTip|需要剥离神化，神化道具全部返还!
FumoBlTip|"附魔"剥离后自动继承，多出卷轴返还背包
BlBetterEquipTip|您有一件更好的装备可替换需将身上装备附加效果剥离
BlNJicheng|剥离并继承
OnekeyBlNJicheng|一键剥离并继承
BuildResultSuccessTip|打造成功
BuildSrcGainTip|可以通过分解装备与狩猎BOSS获取\n#G必定获得#end红色品质#G2星以上#end的装备\n#G有概率#end打造出拥有#G多条卓越属性#end的装备
BuildSrc|材料来源：\n打造：
BuildSrcNeedTitle|所需的材料
BuildPerfectGain|必出极品卓越属性
UpStarTipNormal|使用3件%s%s星金装可升星至%s%s星
UpStarTipRed|使用3件%s%s星红装可升星至%s%s星
UpStarTipOrange|使用3件%s星橙装可升星至%s转1星
BuildPosSelect|选择升星部位:
SelectMatGetWay|装备获取的途径：[BOSS]、[主线闯关]、[活动]
SelectMat_SxTips|升星#G【红色·%s阶装备·%s星装备】#end\n可使用材料：低转仙品红装、同转低品红装和橙装
NextPhaseTitle|下一阶段
CurPhaseTitle|当前阶段
PowerAddTip|战力 +%s
QianghuaCurLv|当前：
QianghuaNextLv|下级：
OnekeyQianghua|一键强化
QianghuaMasterLv|强化大师%s阶
QianghuaMasterNextTotalLv|全身强化+%s%s(%s)#end
QianghuaMasterActiveLv|全身强化+%s#G(已激活)#end
ZhulingCancel|取消铸灵
OnekeyZhuling|一键铸灵
ZhulingBaseAttr|装备基础属性
ZhulingMasterLv|铸灵大师%s阶
ZhulingMasterNextTotalLv|全身铸灵+%s%s(%s)#end
ZhulingMasterActiveLv|全身铸灵+%s#G(已激活)#end
ZhuhunValuePre|铸灵值
ZhuhunSwallowMax|%s已达到吞噬上限!
ZhuhunMasterOpenTip|全身铸魂%s阶开启!
ZhuhunCondSwallowTip|已吞噬：#G(%s/%s)#end\n拥有：%s
ZhuhunNoAttrTip|攻击：#G+0#end\n生命：#G+0#end
ZhuhunLv0Attr|攻击 +0\n生命 +0
ZhuhunSoulDesc|从魔渊之境妖兽身上提取的妖魂晶核，可注入装备中增加属性，提升装备战力。
BaoshiNoComp|暂无合成的宝石
BaoshiGetTitle|获取宝石
BaoshiAttrTitle|宝石属性
BaoshiNoCnt|暂无%s
BaoshiNoInLay|%s：未镶嵌
BaoshiOnekeyInLay|一键镶嵌
BaoshiPosOpenTip|%s传说宝石槽位满足%s可自动开启,是否使用1个%s提前解锁传说宝石当前槽位？\n%s(%s拥有:%s)#end
BaoshiSameType|不能镶嵌同等级别宝石
BaoshiFuncTip|注：2个相同宝石合成下一级宝石
BaoshiAlterConfirmStr|确定使用该宝石替换\n已镶嵌的“%s%s#end”
BaoshiMasterLv|宝石大师%s阶
BaoshiMasterNextTotalLv|宝石总等级达到+%s%s(%s)#end
BaoshiMasterActiveLv|宝石总等级达到+%s#G(已激活)#end
JianwenCompSuccessTip|剑纹合成成功
LingyuCompSuccessTip|灵玉合成成功
UseEquipCondLv|使用等级：
GainInRate|概率获取
GainAtLeast|保底获取
EquipTipCloseTip|点击任何区域关闭
BuildStoneFuncTip|极品卓越石打造装备必出1条极品卓越属性
BuildStoneGainSrc|获取途径：[BOSS掉落]、[活动]
ShenhuaCondTip|穿着红色品质以上的装备可神化!
BlSuccess|剥离成功
BlConfirm|确定剥离
OnekeyBlConfirm|一键剥离
QilingNBl|启灵·剥离
ShenhuaNBl|神化·剥离
BlShenhuaTip|当前装备已#R神化#end，若要用新装备替换，则需剥离其神化效果，剥离后神化材料全部返还！
BlQilingTip|当前装备已#R神化#end，若要用新装备替换，需要先剥离原有的启灵效果，启灵道具全部返还!
BlChangeTypeTip|当前装备已启灵为"#O%s#end，"若要将其转换为"#R%s#end"，需要先剥离原有的启灵效果，启灵道具全部返还!
CurOwn|当前拥有
ReSolveGain|回收后获得
FumoBook|附魔卷
FumoSuperBook|高级附魔卷
FomuBookExchangeTimes|总兑换次数(%s/%s)
FomuBookResolveGain|分解附魔卷有概率获得%s
FumoBookQuaTip|附魔卷品质:#G绿#end>>#B蓝#end>>#P紫#end>>#O橙#end>>#R红#end
FumoNoEquipBl|没有穿装备无法剥离
FumoNoBl|无法剥离
FumoNoAccess|无法附魔
FumoNoEquipAccess|没有穿装备无法附魔
BtnBl|剥离
OnekeyFumo|一键附魔
EquipNoFumo|(装备未附魔)
EquipFumoCnt|(该装备可附魔%s/%s条)
JinglianTotalLv|精炼%s级
JinglianSuitLv|卓越套装效果（%s级）
JinglianAuto|自动精炼
ShenhuaPlzSelect|请选中要神化的装备!
ShenhuaNoMaterial|神化材料不足!
ShenhuaMaxLv|装备已经达到最大神化等级!
ShenhuaCondQua|红色品质以上才能进行神化!
ShenhuaEquipNoSelect|还未选中装备!
ShenhuaLvZero|装备未神化
ShenhuaFuncTip|请放入想要神化的装备
ShenhuaAttr|神化属性：
ShenhuaActive|神化激活：
ShenhuaNotActive|暂未开启\n暂未开启
TodayBuyTimesLimit|本日购买已达上限
AllBuyTimesLimit|总购买已达上限
QilingCondQua|红色品质以上才能进行启灵!
QilingPlzSelect|请选中要启灵的装备!
QilingMaxLv|该装备已启灵%s套装最高等级!
QilingFuncTip|请放入想要启灵的装备
QilingOneAttr|单件启灵属性：
EquipPosName_0|武器
EquipPosName_1|头饰
EquipPosName_2|项链
EquipPosName_3|衣服
EquipPosName_4|护腕
EquipPosName_5|腰带
EquipPosName_6|裤子
EquipPosName_7|鞋子
EquipPosName_8|戒指
EquipPosName_9|手镯
EquipStarName_0|
EquipStarName_1|良品
EquipStarName_2|优品
EquipStarName_3|灵品
EquipStarName_4|极品
EquipStarName_5|绝品
EquipStarName_6|仙品
GemName_0|
GemName_1|青龙宝石
GemName_2|白虎宝石
GemName_3|朱雀宝石
GemName_4|玄武宝石
GemName_5|传说宝石
EQUIP_LV_0|1阶装备
EQUIP_LV_1|2阶装备
EQUIP_LV_2|3阶装备
EQUIP_LV_3|4阶装备
EQUIP_LV_4|5阶装备
BuildTipsInfo_0|1、橙色装备可用作打造1星红装的材料\n
BuildTipsInfo_1|2、1星红装可用作打造2星红装的材料\n
BuildTipsInfo_2|3、2星红装可用作打造3星红装的材料\n
BuildTipsInfo_3|4、装备打造会有成功率，会员享有增加成功率的特权\n
BuildTipsInfo_4|5、打造失败后，红装材料会返还一定数量的红装碎片
TrialView|1.每天有#G10次收益#end次数，收益次数满后，不再获得奖励。#N2.#G双倍收益#end时间：每天11：00-11：30，23：00-23：30。#N3.#G满员队伍#end收益加成#G20%#end，#G战队模式#end再加成#G30%#end。
SchoolBoss|1.极限挑战由#G每周一10：00#end开启，到#R每周日23：00#end关闭；结束后，玩法数据将在周一00：00被重置，并发放对应排行奖励。#N2.极限挑战#G挑战进度宗门共享#end，挑战通关后全宗门成员可在当前界面领取一份全民奖励。#N3.玩家消耗次数参与挑战，每次挑战都将根据伤害贡献获得奖励与贡献积分，根据积分排行获取奖励，积分最高的玩家可得到秘境尊主的荣誉。#N4.极限挑战共50层，每期挑战通关第50层后，下一期挑战难度将会相应提升，同时对应的奖励数量也会相应增加。
Dungeon|1.秘境#G全天开放#end。#N2.秘境共分9层，达到对应的转生等级可进入。#N3.每日#G%s-%s#end，秘境里每层都会刷新4位BOSS，死亡后每#G3分钟#end刷新一次。#N4.体力值为0则不可进入，体力值每日重置，升级VIP提升体力上限。
SevenToken|1.七玄令在开服第八天激活，持续七天。#N2.每天获得一个精进任务与攀升任务，完成可领取当天的精进奖励与攀升奖励。#N3.任务接取当天过后不会消失，可在活动期间内完成。#N4.活动结束后所有七玄令任务全部取消，未领取的奖励通过邮件发放。
YSTower|1.元神领域每层BOSS根据五行属性分为火、水、金、木、土。#N2.水元神克制火元神，金元神克制水元神，木元神克制金元神，土元神克制木元神,  火元神克制土元神。#N3.当玩家不变身挑战BOSS时，伤害会降低50%。#N4.当变身后，元神存在克制关系时，被克制一方攻防降低50%。
RewardBoss|1.悬赏全天开放，每30分钟自动刷新悬赏任务，已接取的任务不会刷新。#N2.悬赏怪分为#G绿#end、#B蓝#end、#P紫#end、#O橙#end、#R红#end五种颜色，对应五种不同的品质。#N3.完成#G绿色#end获得10积分、#B蓝色#end获得15积分、#P紫色#end获得20积分、#O橙色#end获得25积分、#R红色#end获得30积分。#N4.达到积分要求可领取对应宝箱奖励。
BattleKing|1.竞技之神活动将在#G周三#end开启报名。#N2.预选赛开启时间为：#G周一晚上19：15#end，玩家可以通过推送界面进入预选赛场景，也可以通过入口自行加入。#N3.预选赛持续#G5分钟#end海选方式为积分制，将决出#G前16名#end玩家，若有同分玩家，选取#G先达到#end此分数的玩家入围，中途退出则清空比赛积分。#N4.淘汰赛开启时间为：#G周二晚上19：15#end，在淘汰赛开始前玩家可进行#G竞猜#end，最多可竞猜#R3#end人，参赛玩家#G不可竞猜#end。#N5.竞猜奖励将在每场比赛结束后即时发放，排名奖励则在整场淘汰赛结束后通过邮件统一发送。#N6.参赛玩家须在比赛开始#G前2分钟#end内入场，否则将视为#R弃权#end，每场淘汰赛持续#G1分钟#end。#N7.淘汰赛将决出八强、四强、第二名与第一名。
MoDiLingYuan|1.魔帝陵园属于#G超难度副本#end，#G建议#end玩家#G组队#end挑战。#N2.#G每日#end仅可挑战#G2次#end，产出#G大量#end高阶#G升星石#end、#G宝石#end与#G6星绝版装备#end。#N3.每个队伍最多#G可组4人#end，可以#G跨服组队#end。#N4.魔帝陵园BOSS拥有特殊天赋，建议#G针对BOSS特性#end进行攻略。#N5.#G挑战奖励#end在最终挑战结束后，以#G邮件形式#end发送。#N6.巅峰大奖#G每周结算一次#end，以#G邮件形式#end发送给玩家。
SelfLottery|1.自选珍宝为可#G自选奖励#end的限时活动。#N2.奖励由玩家#G自己进行选择#end，寻宝结果将从#G选择的奖励#end中产出。#N3.神品珍宝最多可选取#G1个#end，仙品珍宝最多可选取#G2个#end，灵品珍宝最多可选取#G3个#end，凡品珍宝最多可选取#G4个#end。#N4.必须完成#G全部#end格子的奖品选择，才可进行寻宝。#N5.幸运值到达：\n#G第一阶段#end，可随机获得选择的#G凡品珍宝其中一个#end\n#G第二阶段#end，可随机获得选择的#G灵品珍宝其中一个#end\n#G第三阶段#end，可随机获得选择的#G仙品珍宝其中一个#end\n#G第四阶段#end，可随机获得选择的#G神品珍宝其中一个#end
WeekTurnTable|1.每日首笔6元充值可获得1次抽奖次数。#N2.活动期间内连续7天抽奖可获大奖。#N3.活动第7天可消耗仙玉找回次数。
Master|1.#GSVIP1#end可进行拜师，#GSVIP6#end可成为导师进行收徒，每#G提升SVIP等级#end都可增加#G1个#end徒弟席位，#G最多6个#end。#N2.需要完成#G拜师或收徒#end才可#G激活师门任务#end。#N3.当师徒两人的师门任务进度#G同时#end到达对应的阶段要求，即可获得阶段奖励，徒弟的阶段奖励只能#G终生#end领取一次，导师的阶段奖励#G每个徒弟的席位#end只能各领取一次。#N4.弟子师门任务#G每天#end重置，师尊师门任务#G只重置已完成任务#end，每天最大可完成任务数量为#G5个#end，完成出师任务会增加阶段奖励的进度。#N5.当完成#G指定数量#end的师门任务时，徒弟便可#G出师#end，徒弟出师师徒#G两人#end都可领取出师奖励，徒弟也可继续完成剩余的师门任务。#N6.当师徒两人有一方#G离线超过5天(已出师为15天)#end或#G5天内没有完成全部任务#end，则对方有权限#G单方面解除师徒关系#end。#N7.若身为弟子时通过充值到达#GSVIP6#end，可#G立即填满徒弟进度，立即出师#end。
MasterWall|1.导师可通过师徒墙，消耗一定的仙玉发布收徒帖，每个帖子只能招收1名徒弟。#N2.徒弟可通过收徒帖进行拜师，拜师需要先收取一定的拜师礼，若拜师失败，拜师礼将以邮件形式返还。#N3.申请了拜师需要导师进行同意，才可确认师徒关系。#N4.超过SVIP6的玩家无法进行拜师，只能通过师徒墙进行收徒。
FuMo|1.装备可附魔的附魔卷等阶不可超过角色转生等阶。#N2.根据附魔卷品质，分为蓝、紫、橙、红，品质越高的附魔卷其附加属性和战力越高。#N3.每种类型的附魔卷装备只可附魔一次；附魔相同类型的附魔卷时，需先将之前的剥离。#N4.相同类型且同品质的附魔卷可以合成后升级成一下阶附魔卷。#N5.附魔卷可以在伏魔塔中挑战BOSS胜利后获得，并可每日扫荡通关层数。
TrialBoss|1.试炼BOSS每周一10：00开启，每周日23：00结束。#N2.当有玩家首通某一层关卡时，则该层BOSS属性永久下降50%，全服共享，通关玩家越多，BOSS属性下降越多。#N3.玩家首次通关可获取额外奖励，该奖励通过邮件发放，并将每周重置。#N4.每周一09：00将清空当前首通数据，重置首通奖励，并重置BOSS属性。#N5.宗门试炼共20层，每期挑战通关第20层后，下一期挑战难度将会相应提升，同时对应的奖励数量也会相应增加
MeltStarTower|1.六星装备，婚戒以及部分材料可进行炼星。#N2.炼星成功可提供经验值给炼星塔，装备与婚戒的炼星可获得仙玉。#N3.炼星默认有2%的几率产生暴击，每100次炼星必定产生一次暴击，炼星暴击可获得双倍收益。#N4.炼星塔每提升1层，都可增加1点装备炼星的仙玉收益。
WuShenHeTi|1.武神合体规则为#G二合一#end，#G必定#end会生成一个#G全新的#end武神。#N2.相同品质的武神合体，#G更容易#end生成#G更高#end品质的武神。#N3.不同品质的武神合体，生成武神的品质#G不会#end低于最低品质的武神。#N4.品质#G跨度过大#end的武神合体，会影响合体的质量，请慎重考虑。#N5.使用武魂合体时，会生成一个与主武神一致的副武神，但武魂的品质#G必须#end与主武神#G相同#end。#N6.武魂具有上古武神之力，具有#G更高#end的几率生成#G更高品质#end的武神，但武魂#R不能#end作为主武神进行合体。
ShiNvHeTi|1.侍女合体规则为#G二合一#end，#G必定#end会生成一个#G全新的#end侍女。#N2.相同品质的侍女合体，#G更容易#end生成#G更高#end品质的侍女。#N3.不同品质的侍女合体，生成侍女的品质#G不会#end低于最低品质的侍女。#N4.品质#G跨度过大#end的侍女合体，会影响合体的质量，请慎重考虑。#N5.使用通玄圣果合体时，会生成一个与主侍女一致的副侍女，但通玄圣果的品质#G必须#end与主侍女#G相同#end。#N6.通玄圣果具有上古侍女之力，具有#G更高#end的几率生成#G更高品质#end的侍女，但通玄圣果#R不能#end作为主侍女进行合体。
LcHeTi|1.灵宠合体规则为#G二合一#end，#G必定#end会生成一个#G全新的#end灵宠。#N2.相同品质的灵宠合体，#G更容易#end生成#G更高#end品质的灵宠。#N3.不同品质的灵宠合体，生成灵宠的品质#G不会#end低于最低品质的灵宠。#N4.品质#G跨度过大#end的灵宠合体，会影响合体的质量，请慎重考虑。#N5.使用灵体神晶合体时，会生成一个与主灵宠一致的副灵宠，但灵体神晶的品质#G必须#end与主灵宠#G相同#end。#N6.灵体神晶具有上古灵宠之力，具有#G更高#end的几率生成#G更高品质#end的灵宠，但灵体神晶#R不能#end作为主灵宠进行合体。
CollectWords|1.开学日记一共有#G62个#end文字，每收集1个文字，就会在日记中#G点亮#end。#N2.集齐#G全部62个不同#end的文字，可#G激活1次日记#end，记录#G1次#end收集次数。#N3.激活日记会#G消耗62个不重复#end的文字。#N4.多余的文字可通过战队字库#G与同战队#end的玩家进行交换。#N5.#G活动结束#end后会根据#G收集进度#end发放对应的奖励。
FlowerRank|1.活动期间，不可改变性别（可以改名）。#N2.只有#G女性#end可以上榜，可以#G给自己送活动道具#end，自己可以成为自己的守护者。#N3.左上角展示排行榜截止时间，一旦#G倒计时结束，赠送道具将不再计入排行#end。#N4.活动结束后，奖励将以#G邮件#end形式在#G次日零点#end开始发放。#N5.每个名次，#G只有前2名的守护者#end才可获得#G守护者奖励#end。
JianWen|1.相同类型剑纹只能佩戴1个。#N2.核心剑纹只能镶嵌在剑身指定槽位。#N3.槽位随#R深渊剑冢#end通关层数解锁。#N4.多余剑纹可分解成剑纹精华，用于升级已镶嵌剑纹。#N5.三个同品质剑纹可合成1个稀有剑纹。
MoGong|1.五行幻境宫#G全天开放#end。#N2.五行幻境分为6个境界，每个境界需要点亮对应转生等级圣兵阁的全部装备可进入。#N3.每个境界共分5层，其中第1第2层为#B和平层#end,第3到第5层为#R混沌层#end，从第4层开始会刷新领主BOSS，领主BOSS具有更丰厚的掉落奖励，但是也具有更大的挑战难度。#N4.使用幸运掉落，会更大几率掉落极品道具，每天有5次幸运掉落次数，次日10点刷新幸运掉落次数。#N5.因受到幻境迷雾的影响，必须拥有保持理智的加持才能进入副本，进入副本后理智会不断被消耗，可使用#G幻境护符#end来补充理智，当理智为0时，则不能进入副本。
LifeWay|1.天命之路一共有#G100层#end全部完成将#G重置#end回#G第1层#end。#N2.每完成一定的阶段能领取#G阶段奖励#end。#N3.每经过一个格子#G都会#end获得对应格子的奖励。#N4.每天有#G25次#end的投骰次数，黄金骰子#G不消耗#end此次数。#N5.每周一0点会#G重置#end一次玩家#G所在层数#end的进度。#N6.若掷出的点数#G大于#end当前层数的#G剩余步数#end，多余的点数视为#G无效#end停留在下一层的#G起点#end，#G不会#end继续前进。
HuangShenJie|1.掌门每日#G0点#end起、长老每日#G8点#end起可激活荒神界，每日#G23点#end荒神界将会被封印。#N2.掌门激活荒神界，本服玩家在副本内可获得#GBUFF加成#end。#N3.荒神界一共#G30层#end，每层挑战时间为#G2分钟#end，从#G第一个#end玩家进入该层数中开始计时。#N4.BOSS血量为#G全服共享#end，2分钟内击杀BOSS可挑战#G下一层#end，若2分钟内#R没有#end击杀BOSS，则挑战#R失败#end，荒神界将会被#R提前#end封印。#N5.每层奖励分为#G3档#end，普通奖励，参与奖励与MVP奖励，普通能领取#G2个#end奖励，参与能领取#G3个#end奖励，MVP能领取#G4个#end奖励。
AncientTreasure|1.远古秘藏共有48抽，其中包含3个大奖与6个幸运奖。#N2.完成所有抽取必定可获得全部大奖和幸运奖。#N3.活动结束后若有奖励尚未领取，则通过邮件进行发送。
TeamBoss|1.与其他玩家组队可得到稀有掉率增加的额外属性，每多一名队友可额外增加10%。#N2.与战队队友组队可得到伤害增益属性，每有一名战队队友可额外增加10%。#N3.挑战同BOSS时，队伍成员可共享伤害排行第一名的掉率翻倍收益，与BOSS最后一击奖励。
DaySweet|1.玩家赠予仙女胭脂可获得丰厚奖励。#N2.每次赠予可获得仙女的好感值，当好感值达到最大值时，将抱得美人归。#N3.玩家可以选择不同的仙女进行赠予，每次更换仙女都换清空好感值。#N4.天香阁每次赠予都能获得积分参与天香榜的排名。
DaySweet2|1.玩家赠予武神斗玉可获得丰厚奖励。#N2.每次赠予可获得武神的信赖值，当信赖值达到最大值时，将与武神搭档。#N3.玩家可以选择不同的武神进行赠予，每次更换武神都换清空信赖值。#N4.天神殿每次赠予都能获得积分参与天神榜的排名。
DaySweet3|1.玩家赠予灵宠灵草可获得丰厚奖励。#N2.每次赠予可获得灵宠的羁绊值，当羁绊值达到最大值时，将获得灵宠。#N3.玩家可以选择不同的灵宠进行赠予，每次更换灵宠都换清空羁绊值。#N4.天灵殿每次赠予都能获得积分参与天灵榜的排名。
DaySweetRank|1、天香榜是一个跨服排行榜单，通过不同的抽奖活动的抽奖进行积分获取，在规定的抽奖活动进行一次抽奖能获得一定的积分进行积分排行，奖励将在活动结束后通过邮件发放。#N 2、天香榜界面左上角将展示排行截至时间，一旦倒计时结束，继续参与规定的抽奖活动将不再计入积分排行。
DaySweetRank2|1、天神榜是一个跨服排行榜单，通过不同的抽奖活动的抽奖进行积分获取，在规定的抽奖活动进行一次抽奖能获得一定的积分进行积分排行，奖励将在活动结束后通过邮件发放。#N 2、天神榜界面左上角将展示排行截至时间，一旦倒计时结束，继续参与规定的抽奖活动将不再计入积分排行。
DaySweetRank3|1、天灵榜是一个跨服排行榜单，通过不同的抽奖活动的抽奖进行积分获取，在规定的抽奖活动进行一次抽奖能获得一定的积分进行积分排行，奖励将在活动结束后通过邮件发放。#N 2、天灵榜界面左上角将展示排行截至时间，一旦倒计时结束，继续参与规定的抽奖活动将不再计入积分排行。
IntegralRank|1、%s是一个跨服排行榜单，通过每天设定一个消费主题，玩家在活动期间消费该物品，即可计算积分参加排行，奖励将在活动结束后通过邮件发放。#N2、%s界面左上角将展示排行截至时间，一旦倒计时结束，消费主题道具将不再计入积分排行。#N3、每天的主题与奖励都可能发生变化，请以当天实际活动为准。#N4.排行榜每5分钟刷新一次。
LifeWayRank|1、天命榜是一个跨服排行榜单，玩家在活动期间进行天命爬塔，即可计算步数参加排行，奖励将在活动结束后通过邮件发放。#N2、天命榜界面左上角将展示排行截至时间，一旦倒计时结束，爬塔步数将不再计入积分排行。#N3、活动时间为多天持续，具体活动时长请以当天实际活动为准。
LuckWheel|1.玩家达成所显示的条件后可得到抽奖次数，使用抽奖次数可进行抽奖。#N2.转盘抽奖为抽一少一，玩家抽取完全部奖励后转盘重置全部奖励，可重复抽。#N3.未用完的抽奖次数不可留到下次活动，请玩家及时进行抽奖。
LuckyDraw|1.玩家需使用天机令进行天机阁的抽取。#N2.每次抽奖可获得一定点数的幸运值，当幸运值达到最大值时，下次抽取必定获得大奖并清空当前幸运值。#N3.天机阁的每次抽取都能获得积分参与天机榜的排名。
LuckyDrawRank|1.天机榜是一个跨服排行榜单，通过不同的抽奖活动的抽奖进行积分获取，在规定的抽奖活动进行一次抽奖能获得一定的积分进行积分排行，奖励将在活动结束后通过邮件发放。#N2.天机榜界面左上角将展示排行截至时间，一旦倒计时结束，继续参与规定的抽奖活动将不再计入积分排行。
WaiXianAll|1.外显冲榜的外显指【神兵】、【羽翼】、【时装】三大模块的总称。#N2.榜单中的外显战力为上述三大模块战力的总和，同时计入神兵、羽翼宝鉴战力，但不计入天神套装带来的战力提升。
EquipTips|1.装备冲榜中，所统计的装备战力除计入装备本身所属战力外，还包括强化、升星、宝石、附魔、精炼、神化、启灵带来的战力增益。
RichRank|1.玩家每充值1元可增加10点豪侠值，并参与豪侠榜排行，豪侠值达到10点即可上榜。#N2.豪侠榜的排行截至时间为当天的23：00，超过时间，排行情况将不再变动。#N3.排行截止后榜单将公示1小时，并在活动结束后通过邮件发放奖励。#N4.每次榜单结算得到第一名的玩家将获得一枚“豪侠之巅”徽记，可在聊天窗口进行展示。
CtrlDrawRank|1.在开启冲榜活动的寻宝模式中每进行1次寻宝可增加10点寻宝值；#N2.寻宝值用于参与寻宝榜排行，达到一定值即可上榜；#N3.排行截止后榜单将公示1小时，并在活动结束后通过邮件发放奖励；
SendFlowerRank|1.%s是一个#G跨服#end排行榜，玩家在活动期间#G消费指定物品#end，即可计入消费#G参与排行#end，#G奖励#end将在活动结束后通过#G邮件#end发放！#N2.%s界面左上角将展示排行截止时间，一旦#G倒计时结束#end，消费主题道具将#G不再计入排行#end。#N3.所有的玩家都可参与%s活动，且活动产出#G全区服唯一尊享称号!#end
MasterExorcism|1.师门驱魔共有30波魔物，魔物无视所有单位，直接攻击仙石。#N2.每成功抵御一波魔物，可获得对应的闯关奖励。#N3.完成30波魔物的击杀或仙石生命值耗尽，副本结束。#N4.师门驱魔共有低中高三个难度，难度的开启由开服天数控制，每通关一次则提升难度。#N5.可邀请徒弟/师傅或雇佣师门弟子来组成师门阵法，被邀请的玩家在副本结算时也会获得一份奖励。#N6.左护法提升仙石最大生命值，右护法提升主角攻击力，可在仙石周围攻击魔物，且只能邀请徒弟。#N7.阵法使会跟随主角参与魔物的击杀，优先击杀攻击仙石的魔物，可邀请徒弟或师傅担任。#N8.可在护符商店购买无敌buff使仙石产生一定时间的无敌效果，请在关键时刻合理运用。
WorldTree|1.每个宗门都具有一棵世界树，世界树培养程度越高，树龄越大。#N2.每个树龄具有三个灵果，使用露水对灵果进行培养可使灵果成熟。#N3.当全服给露到达满值时，灵果成熟，必须个人给露到达满值才有资格摘取。#N4.世界树每10岁会增长一个枝干，枝干结出仙种可在仙圃中培养个人的仙树。#N5.仙种会以时间的形式进行成熟，时间到达满足仙种摘取条件的人才可获得。
PeakDuel|1.四联争霸为连续4场1V1玩法。#N2.您可与其他队友商量自选出战顺序。#N3.第1场胜利可获25胜负点，第2、3场为20，第4场为35。#N4.对战胜场多一方胜出，同胜场则胜负点多一方胜出。#N5.胜方全员各获得10积分，负方全员各获得2积分。#N6.巅峰积分可在巅峰商店中使用兑换稀有道具。#N7.每天12-14时、20-22时内开启双倍巅峰积分活动。
FightFlag|1.战旗争夺需2-4人组队进行。#N2.获得战旗时间越久越容易胜出。#N3.夺旗，持有战旗，击杀敌人均能获得一定贡献，贡献在结算时可按一定比例兑换成巅峰积分。#N4.每天12-14时、20-22时内开启双倍巅峰积分活动。
XianLingWar|1.初始仙力根据战力进行换算，战力越高，仙力越高。#N2.飞升战场内击杀boss或pvp获得仙装，可提升仙力。#N3.仙力达到一定数值后便可升层进入更高层数。#N4.每周日晚24点根据层数和排名发放奖励。#N5.每晚12点根据仙力榜排名发放排名奖励。#N6.每周日晚发放完奖励会重置战场层数，所有仙装自动回收兑换为仙灵石。#N7. 提升VIP等级和使用仙灵体力丹可以增加战场限时时间，仙灵体力丹每天使用上限为5个
EggRank|1.砸蛋榜是关联幸运砸蛋的主题榜单，通过消耗幸运砸蛋的锤子道具进行抽奖即可获得排行榜积分#N2.根据蛋池的不同，消耗不同的锤子获得的积分也不同，越高级的蛋池，抽奖获得的积分越多#N3.左上角展示排行截止时间，一旦倒计时结束，消耗道具也不再计入积分排行#N4.排行榜每5分钟刷新一次
LuckyEgg|1.幸运砸蛋分为三个蛋池，幸运黄金蛋，福禄铂金蛋和星辰钻石蛋#N2.不同的蛋池使用不同的砸蛋锤子道具，每次砸蛋必定获得蛋壳碎片，蛋池品级越高数量越多#N3.根据蛋池的品级不同，每次砸蛋必得其蛋池种的皮肤道具#N4.每个蛋池具有独立的幸运值，到达满值后可获得幸运奖励#N5.蛋壳碎片用于砸蛋宝库中的兑换，砸蛋宝库默认开启黄金宝库，完成全部的兑换可前往更高级的宝库#N6.活动结束后，存放在砸蛋仓库没有领取的奖励将会以邮件发放
MarryRank|1.仙缘侠侣为跨服双人榜单，在仙缘中消耗仙缘玉可获得10积分#N2.夫妻双方有其中1人消耗即可上榜，2人消耗则计算总积分#N3.排行榜结算时双方2人均可获得对应排行奖励#N4.左上角展示排行截止时间，一旦倒计时结束，消耗道具也不再计入积分排行#N5.排行榜每5分钟刷新一次
CityWarRank|1.领地争夺战排名分为#G个人占城排行#end与#G宗门功勋排行#end\n·#G个人占城#end排行根据活动结束时，玩所处城池等级排名；\n·#G宗门功勋#end排行根据活动结束时，宗门总功勋进行排名；#N2.当天活动结束，会通过#G邮件#end发放#G个人排名奖励#end与#G宗门排名奖励#end；#N3.活动奖励中获得的#G荣誉#end，可在#G领地商店#end兑换奖励;#N4.#G未参加活动#end的玩家#G无法#end获得排名奖励。
CityWarRule|1.每场战斗结算，玩家的#G气血状态#end会继承到#G下一场战斗#end中#N2.玩家在#G城池#end中时，会#G恢复损失的气血#end。#G每秒#end可恢复#G1%气血#end#N3.玩家主动发起挑战，但#G战斗失败#end时会保留5%气血并停留在#G原城池#end位置#N4.玩家守城#G被击败#end时，会进入#G复活营地#end且会恢复所有气血
CityWarApplyAlly|1.你正向#Y%s#end发起结盟申请。#N2.成功结盟后，本周内将无法#Y变更#end盟友。结盟关系在第三阶段结束时自动解除。#N3.结盟后，在战场中将显示为#Y黄色#end的盟友关系。#N4.进攻盟友时，将弹出#Y二次确认#end提示。#N5.活动#Y进行时#end达成的联盟，将在#Y下阶段活动时#end生效。#N6.第三阶段结束时，会根据成绩，按照#Y一定规则#end发放#Y结盟奖励#end。
